frame;kp_00;kp_01;kp_02;kp_03;kp_04;kp_05;kp_06;kp_07;kp_08;kp_09;kp_10;kp_11;kp_12;kp_13;kp_14;kp_15;kp_16;kp_17;kp_18;kp_19;kp_20;kp_21;kp_22;kp_23
16;0.8189759282453578;0.830423739838153;0.0826023442603088;0.10842358444113304;-0.9035520999079412;-1.6404138524783247;-0.4999853798687269;-0.6605371986702264;-2.0237119273867514;-1.236350042622885;-2.389830696198112;-2.6109526744802163;-0.6677839370590902;0.08800548328187585;0.4958224029989184;0.16823143136442115;-0.10571261321295261;1.1156408960024926;-0.3333467386960805;-1.0027270003403024;-0.6281315068646538;-0.1260182256115572;2.2473246879116666;2.779439051078077
17;1.6874816041350857;1.4263224143012598;0.6249412069357434;0.6055116379941405;-0.335015024153859;-1.4407076683969466;-0.6576787565963992;-0.26575569774105;-2.459071198400614;-1.3591948433556174;-2.11487643030834;-2.946876449058443;-1.6581956914543667;-0.5998477260797871;0.21207034366863983;-0.2027160926426125;-1.0531365812343232;1.055772756583608;0.04168252369812432;-1.148058654540871;-0.7596348286106374;-0.9826973198969872;1.4295548286915087;2.809502760286561
18;2.398121963077224;1.8071640289111024;1.188761835858771;0.8943043283621668;0.21655602023339898;-0.980886905854625;-0.8220083122459575;0.09565995643255035;-2.6577201145833174;-1.625284747055649;-1.7116065092862562;-2.8260300983209814;-2.5113070455791306;-1.1715515872313098;-0.1482351575887713;-0.3236391871187391;-1.811715958491047;0.5240541416415565;0.42429893412052755;-0.9652230765785483;-0.7869821486304593;-1.4296297168077579;0.37820763298672855;2.4147969231775477
19;2.8054399000124848;1.9639708527337834;1.669595033469628;0.9942007573320544;0.6821634406757339;-0.3728257638146188;-0.8918310551469929;0.2932610923836999;-2.5791671254399047;-1.8871252991855711;-1.3183817788858188;-2.358014366483087;-3.025940007505513;-1.6193558099229137;-0.5421557973566381;-0.20067182623600466;-2.268068390127208;-0.4157244452340749;0.6533841496264036;-0.49762164915604823;-0.721537703859881;-1.3914194374097364;-0.6381014302138245;1.6965842320202922
20;2.8169603843711375;1.9211739926098557;1.9290910518455393;0.9846701280928457;1.0106790040935074;0.2583481502153476;-0.7854239055589578;0.2588307232457968;-2.2126493859183904;-1.9654501575531316;-1.0173793718674746;-1.7096639425016775;-3.069625590571502;-1.967335881463831;-0.9015237425967375;0.04078894266874463;-2.4306456053924608;-1.5166894373884432;0.5939450313711097;0.11519664875462456;-0.5566479493969609;-0.9653644370162476;-1.3539159807135532;0.8076346297909017
21;2.419500902635395;1.7211253486088591;1.8640907653218388;0.9604233979448732;1.176159364375394;0.8122024810427387;-0.47539544598518935;0.017781473663668272;-1.5613363345489257;-1.7367962659827123;-0.8113182699977345;-1.0426257230650426;-2.63323252753445;-2.220597291610784;-1.1784815638186084;0.20926219081159173;-2.388683442572377;-2.4449014210487925;0.18729843217740316;0.6707080528127098;-0.2873354073674867;-0.3706301717286318;-1.6012120382361137;-0.0822430885978358
22;1.680312984715158;1.4099832560301448;1.4714364035552778;0.9781685251166202;1.183190651313883;1.221736459814061;-0.004269403277497967;-0.31727225089960576;-0.6457949523642238;-1.184791764009752;-0.634812184782378;-0.4640937834374153;-1.8361820189289253;-2.3329781834130396;-1.373153537234003;0.13447659201042372;-2.234109952980407;-2.919547377938457;-0.5139542058683252;0.9630115033468939;0.06258906677985607;0.15272086662377163;-1.3701582606792904;-0.8215737276994455
23;0.7261521810375402;1.0280955185065963;0.8700536048081678;1.024397878567951;1.0658291673030114;1.4420159980300433;0.5249131502021833;-0.5902300486660849;0.47344840932855303;-0.3940574608498713;-0.39441654939313847;-0.006766774983245405;-0.877962561714632;-2.2163652067995567;-1.520566691191018;-0.2502763392540068;-1.9949927238393843;-2.827404366654956;-1.3456396218690985;0.8513824902285267;0.4227919181261359;0.4442900565215092;-0.8084857991464339;-1.3053608589790764
24;-0.2885783453066045;0.605219352259602;0.2620422118016931;1.0248539478732182;0.8770911472795458;1.4408688536538898;0.9794385186344732;-0.6656265456056395;1.672639417914076;0.5004782565624086;-0.018643702282524544;0.3592407429788484;0.04060602412391713;-1.7888420425578162;-1.6433338574709349;-0.8689169936067923;-1.6205951980812503;-2.2549410775678527;-2.0747476974970036;0.31458367144401417;0.681446516041186;0.4744089178623235;-0.15897654819496781;-1.4906176038551189
25;-1.2121326445857619;0.16006207966225466;-0.15335938640971786;0.8936639527017263;0.6710616965880987;1.2080426264203878;1.2385912987765053;-0.4864472674618792;2.765136033936821;1.3727781844191633;0.5049468462269544;0.6923177246122058;0.7875657929513044;-1.0342880159662478;-1.7032578850127476;-1.5249953236816447;-1.026375047028226;-1.4256906156866689;-2.4745512201303264;-0.5301301299230701;0.7163707920464361;0.3245915600492556;0.33738471898212885;-1.3974518047375584
26;-1.9165575009283782;-0.29577034381322226;-0.2721751762695249;0.5957818590002503;0.4850914997597716;0.7796195484643097;1.2325528735830042;-0.10041279614583959;3.538600818514854;2.137830481239812;1.1214961077678207;1.039893192959498;1.3283633204313456;-0.0375250448007145;-1.5906747606028377;-1.9756886813889938;-0.17102245795004306;-0.5809363270677784;-2.4041051445769765;-1.4537609916428589;0.4432137278011781;0.11517134784529434;0.5302334926175336;-1.0971735102898803
27;-2.3092402874352294;-0.7491787053198069;-0.13711251739020613;0.18515047265330106;0.33101499813950697;0.25595352790415365;0.9662527647950669;0.35773080370256016;3.8203762035137148;2.7436049728287033;1.7305648764022625;1.4100536514533213;1.7030781841275726;1.028096413678856;-1.1697411700234182;-2.024274228666852;0.8819383737003408;0.13002154499377094;-1.8585235676293366;-2.182373297735182;-0.13786490332584211;-0.07409252131893276;0.403754553865587;-0.6912908338465982
28;-2.3393480449106665;-1.1739337031790142;0.08101698914496158;-0.2085867386647164;0.19998882879245938;-0.21138617492319045;0.5205084169422142;0.7214961922526442;3.5429012435159146;3.138889293733755;2.2241716682422172;1.764269375001826;1.9705756055812624;1.9571390975885132;-0.36251206363232;-1.5916400910715296;1.9571553456088453;0.6930855767072213;-0.9673156789687044;-2.4825497094271527;-0.9179710131491098;-0.2433181102402846;0.06136368746323831;-0.286552142717973
29;-2.003609719345818;-1.5210043887765117;0.16639074857351038;-0.44373447674511474;0.07754546016703777;-0.4710831224957368;0.02928813287326149;0.8623397870655422;2.776296249780985;3.2498941817153226;2.520748328412098;2.031911724112325;2.154523438748442;2.5842224124056337;0.773790324891604;-0.7398665313665067;2.823174023516879;1.1896869575213822;0.05877076600954963;-2.235565580204017;-1.6924206742524082;-0.45039112448418994;-0.33538336409252695;0.028565757378269573
30;-1.351749374284699;-1.7183021823137494;-0.03274613559223097;-0.44848212693165035;-0.04115987830008386;-0.44229189580632255;-0.361051459743567;0.7436329503350422;1.7090514937881414;2.992104322880614;2.57953368094019;2.1387068120247417;2.2226723087967897;2.8351653817949827;2.0248690421341102;0.35549453701859823;3.2834041705134145;1.7055398715198071;1.007940619068287;-1.4733917385773303;-2.2124735934792312;-0.7439374001491029;-0.6408824803493145;0.2012046204727965
31;-0.4871043395707688;-1.6857970926852976;-0.5218833290772736;-0.2737447750300623;-0.14642553339977216;-0.16496388656902322;-0.5386375376505509;0.43520132227700487;0.5829984394794051;2.318252270152063;2.393393786647261;2.0364986472053124;2.109647310017066;2.733216879157061;3.0750487689417367;1.465809946866503;3.2551906818529748;2.2465110812666604;1.7378713134041601;-0.3638231286727401;-2.262130976634191;-1.0956731540870752;-0.7778188044930752;0.22206495509074303
32;0.4436304310027043;-1.365488086686684;-1.1457663369613127;-0.080772960442649;-0.22322405199715412;0.204663846027899;-0.4638164011690091;0.08194935950213265;-0.3885011585755487;1.2750460919151485;1.971788467432782;1.7220963932465383;1.767325856397494;2.3625620332872;3.6211700191079927;2.373979007626772;2.7969060295771326;2.7124541083662184;2.2060325940158534;0.8482003673834568;-1.7345867260220929;-1.3779713756342453;-0.7478419009347994;0.1227896229593707
33;1.274340019916767;-0.7565971076811393;-1.6500461997459555;-0.06135489293428112;-0.26826380046928144;0.46104081667504193;-0.18371845945249637;-0.15946404032813868;-1.0825521780561274;0.029110524868426288;1.330978663627562;1.2381428646040815;1.2108038799247955;1.815016457097646;3.4920500920774145;2.92015646884127;2.0718764812145327;2.942887837621433;2.4506571443107696;1.9191245189776125;-0.6799908826190626;-1.4067145432141963;-0.6034377210799803;-0.035981520446715716
34;1.8533829696465929;0.06036890381371267;-1.7910239129725731;-0.3275079302258743;-0.3016207463495685;0.4499675947327016;0.18374890105890207;-0.18763151850195903;-1.4837720807682806;-1.164375591873826;0.5019444197205817;0.6567921810980031;0.530929032862792;1.1530995585007036;2.715632663002858;3.0204515809146235;1.2715251162565684;2.8051071044352636;2.5383188625340614;2.674649498284744;0.6958185103153716;-1.0311793977869967;-0.40241746351560903;-0.18250046349450277
35;2.077720606738506;0.9264320072264925;-1.443130292386577;-0.8295863792000712;-0.36114879762813135;0.15067286853120482;0.4930304325457834;0.0026170119654587466;-1.6550884573575846;-2.045145618740218;-0.44825729853926516;0.054386951701602355;-0.1357935379762361;0.4095287172848914;1.5022684366181633;2.6651626028049646;0.5393260012682234;2.2713137506898815;2.509538667624865;3.043009777407574;2.085067317882265;-0.22386643752866925;-0.1719554812133955;-0.25299732541849296
36;1.9158346597069618;1.640030451752925;-0.6560970807136945;-1.3525448119435446;-0.47809855202812157;-0.3076620608026108;0.6263194829436491;0.32272660413062054;-1.68380328167713;-2.446359583411294;-1.3993818839192016;-0.5108873380856724;-0.6642312974873211;-0.38194906211421065;0.15575059562576848;1.9093318348704253;-0.0677700734944782;1.439890086290936;2.351857593231126;3.0461728679236035;3.1679277953117477;0.8795106556220779;0.09971440729670171;-0.2071051923743104
37;1.411840464652844;2.0171496190317773;0.3614470295935587;-1.6022338754667798;-0.6458271600955147;-0.7083390965689527;0.5394964231340879;0.6336944756609203;-1.6339687598847878;-2.3586398284616044;-2.1854985586234448;-1.0081264486617099;-0.993328050873723;-1.150838148475274;-1.0406436217137522;0.8643381200344004;-0.5681850650583546;0.49048955870069655;2.0123910713525035;2.759916162229054;3.7073793946168427;2.014500966207071;0.4428004276040856;-0.03601623357275329
38;0.670712387265451;1.953665081176545;1.3211451873796047;-1.345964611487948;-0.8017243643970183;-0.8580750870375993;0.27869967151771186;0.8087266684961284;-1.5281480273289907;-1.925567253971721;-2.636014001219971;-1.4261960843675592;-1.1456394200913391;-1.779907416777102;-1.9075113247675497;-0.31021309435500877;-1.010897948034486;-0.39846303658265714;1.4393855258449841;2.2656935449706115;3.6147517821005;2.8825414963488716;0.8709607855591289;0.23794773255230386
39;-0.16833193775844787;1.4638918152056553;1.9595211489712672;-0.5396739238896855;-0.8392042626372873;-0.6871513085874169;-0.04119902874592225;0.7856569007522904;-1.3619707604168112;-1.372063734271025;-2.6388841554383475;-1.7551361554434484;-1.2034867162035614;-2.1356067979163735;-2.3889302836467317;-1.4220142686555228;-1.4286228719675584;-1.1212903128080771;0.6273424710806533;1.6176173188008858;2.9624035766176537;3.260377966013182;1.3523786687459034;0.5690531854033664
40;-0.9602178931419744;0.6777991948427544;2.1235792676342684;0.6239475652380925;-0.6518977127514046;-0.28354475676081364;-0.28837532376800157;0.5855528697272374;-1.135520965103838;-0.9025770034795393;-2.19725861528746;-1.9686806757870983;-1.255477327116634;-2.1269899217716897;-2.5138800775599455;-2.275691153398321;-1.8158019144306268;-1.666924929977055;-0.35953169966335957;0.8375090500117554;1.9409184881740678;3.072681129860742;1.8025761170854735;0.8998167055625087
41;-1.576389588056515;-0.2030126549460359;1.8065080290764852;1.7755551178762239;-0.19320067331636065;0.15820780688396507;-0.37370452815014205;0.29115684784055706;-0.877464761196959;-0.6211006851371643;-1.4475318300639692;-2.0205746053297338;-1.3429467979284186;-1.7603602030840453;-2.3365394863447486;-2.714619797997126;-2.138160906581281;-2.084705109715669;-1.3968745603368027;-0.06432719447990765;0.7807128639602753;2.397456880746283;2.1026646561221902;1.1725322636686903
42;-1.9190225403171626;-0.9721578151148403;1.1279700232898169;2.5138580792228717;0.47821324421381584;0.4446269895322163;-0.290826086492394;-0.0013627716724734298;-0.6446644004745671;-0.5111549777091092;-0.6217571758596441;-1.8606207375254569;-1.4351147245504896;-1.1549703880879636;-1.8985744239768352;-2.66259302902409;-2.359334597954104;-2.421657271042894;-2.3354740723464156;-1.0574486816631417;-0.32787850114780653;1.4098117214500474;2.1347159373025058;1.3374602308887005
43;-1.9300184807065086;-1.4800405253711972;0.277145045149939;2.5693492569556273;1.1942243913460142;0.48623418753127046;-0.1170590664879989;-0.23126123647942726;-0.496677207844813;-0.4791862693981556;0.035692362491318005;-1.465192898425793;-1.4455288820588021;-0.5044140076180978;-1.2350688344274137;-2.1481672920746857;-2.4612642973236905;-2.6737535210253767;-3.0428221551219874;-2.067614553764782;-1.2828071635992813;0.30000845008897425;1.8197105358649421;1.3566154305311113
44;-1.5989771964943573;-1.6661047974301033;-0.5520887009868073;1.912092854496535;1.7243815337828938;0.33724780061271403;0.026331029099960858;-0.3973784304723634;-0.4605673851834947;-0.42971827499600534;0.36240488267652815;-0.8669926565415524;-1.2802147375579729;0.0016450346486523715;-0.4117215142566783;-1.2992561891793766;-2.443299834360483;-2.7814107155350873;-3.431681643013867;-2.974629483332099;-2.0694012088985065;-0.7897199162984746;1.1448110094012756;1.2045696742217662
45;-0.9710894890576717;-1.553261733170861;-1.2086818060495919;0.756425128176177;1.8594774193035168;0.15014812717377884;0.03611864529217531;-0.5459709510041976;-0.5075593512680093;-0.32530298923237855;0.33951631015068806;-0.16594279601947398;-0.8920011537299305;0.25727165312282985;0.4432510770293088;-0.30786364975532465;-2.3033056932188143;-2.6691172208392033;-3.467445511960067;-3.6341011054616703;-2.7166230937544613;-1.7815778607839643;0.1729979691342976;0.8693000254448225
46;-0.15062013894632686;-1.214701197992659;-1.6039923118774297;-0.534465569490864;1.497212008567609;0.07306195792971842;-0.11880163994314656;-0.7300415804740249;-0.5563562163441107;-0.19717223459833905;0.09042039798172792;0.4899903388043049;-0.3136977900631591;0.2804022479090106;1.1475786681603197;0.6220132261217222;-2.0191905835070947;-2.3004427912006116;-3.159673698677517;-3.9146328230498852;-3.237170106566676;-2.6341326676717585;-0.96502469189946;0.35591313391269996
47;0.7075447399993925;-0.7351144574471107;-1.7081368142701028;-1.5948239261782748;0.6918053281036682;0.15180413540924687;-0.3785646070046531;-0.9633019725676577;-0.5031360421757062;-0.10498535781310542;-0.18364477550471048;0.9509748906230396;0.345102314760967;0.1919440093493917;1.5223467098901469;1.3236997162145363;-1.5503347438525332;-1.710840969297674;-2.550457294868125;-3.736188954585427;-3.585302910127897;-3.2979489446012407;-2.092651354456044;-0.30612990142500157
48;1.4237856794263064;-0.18722993049459102;-1.5361395509442706;-2.184904072280188;-0.35587325894520394;0.2961857176081159;-0.6192919808157988;-1.195188696695877;-0.26423573793114574;-0.07618831008540866;-0.30013527697226655;1.1206166401388686;0.9343895920254583;0.14447470470696466;1.4722216133409327;1.6981538782904382;-0.864363029297478;-0.9964900946773894;-1.7092017031922548;-3.0962843919347627;-3.6566505234910265;-3.6900145550586285;-3.0180922841922238;-1.055028384559409
49;1.8352850255300865;0.3681811251895496;-1.1356097942015322;-2.248896993700493;-1.3648112903025311;0.33268168964219785;-0.7137080815249357;-1.3228408058303631;0.1880630708265992;-0.0678151163825813;-0.17685221554760094;0.9952058618073151;1.3153138128299169;0.23780878279390122;1.0419435715504213;1.7198748203777747;0.024900456488297168;-0.26696414291408177;-0.7333380632568463;-2.0763960685455225;-3.3323524528812043;-3.7072559616541203;-3.569689652852947;-1.793475540570261
50;1.8422816821500503;0.8671045108364519;-0.5800753818549909;-1.8891391285424095;-2.0692176275100236;0.11436547943434588;-0.5959268057425257;-1.2368751531668254;0.8113657313426933;0.021114198102911708;0.14028021559771178;0.6667687230119599;1.4047113727983407;0.4652817697001172;0.4105591790940363;1.4245498328511483;1.033912211572909;0.40672580315254536;0.25455144310702177;-0.8279664588947915;-2.5465463732676628;-3.2731126255544276;-3.6311446588613223;-2.396367248674497
51;1.442269493368782;1.2303361083348225;0.035621942841896063;-1.2850092921010534;-2.303519896365174;-0.3759175070567925;-0.2979943531061799;-0.8797723850239064;1.5040213962727031;0.29086315298447424;0.5142045401045192;0.28580343372097305;1.1968387302383428;0.7177683595741362;-0.18195329612130834;0.8902322150984606;2.0204265421800494;1.0146294402218197;1.1234263134207756;0.45742601458185383;-1.343073427185537;-2.3895749947994673;-3.1700681117123093;-2.7325215668920224
52;0.7368089956762953;1.3709927227905385;0.6043196999189164;-0.606397873161874;-2.044791404787378;-0.9911527175413066;0.06088237100735629;-0.28785404275900867;2.133609028926057;0.7703694602672155;0.7960543280140885;-0.0008877383132572803;0.7586318635687613;0.8417580535435656;-0.5417956100763807;0.2212373553141599;2.8289640826223317;1.5869068431213649;1.7655836996319247;1.586659685453348;0.10895838052066317;-1.1628738302417294;-2.2515561046730688;-2.6977492896529096
53;-0.09518320686743828;1.2243146347368754;1.023308172412123;0.03583694918397018;-1.4013781718835272;-1.4783395484751423;0.3283182113163054;0.40572006830894924;2.5707544427127895;1.378619619733435;0.9034955226337;-0.10883471913259775;0.2054186485321879;0.7201402242896175;-0.6066679085382396;-0.46378150184612466;3.3481770463953575;2.144853506079186;2.131924426226344;2.404656184405478;1.5521848986750784;0.2141942654755426;-1.0296735467705609;-2.250149295395536
54;-0.8505060692506392;0.7861523966483318;1.2161651327096061;0.588797991655782;-0.5602184419996451;-1.600512452255564;0.3904104213631056;1.0117591001391257;2.717878700770066;1.9445650158555505;0.8572206143372173;-0.043350236470197215;-0.3313930071631779;0.33428503889777866;-0.46341531315091206;-1.0446600793337475;3.5476210855649404;2.6585807394665926;2.251337927617576;2.8269682147839346;2.717258641466767;1.516141697806555;0.28473727403040666;-1.4344940382851161
55;-1.3626213500958042;0.1371849803389873;1.152172070926255;1.023723290416462;0.27980796574327316;-1.2572304059466364;0.2266349173975342;1.353967528475535;2.527892400492611;2.278334422139241;0.7587049928316391;0.11686787950364079;-0.7346374648864842;-0.22210591912589167;-0.2884525003996874;-1.4187952147940357;3.471646555882608;3.04218646907641;2.218907502342426;2.8573857390280213;3.4067087688763418;2.5487434107922895;1.4729859548804303;-0.3836550751664053
56;-1.5481101469701857;-0.5660425453472009;0.8554218429164244;1.303238224571854;0.9611254674441874;-0.5384618756259977;-0.07842434370494704;1.3368595608349787;2.0122923644082955;2.2563588266214407;0.7244154101139514;0.27061500544236117;-0.9240510439728988;-0.7808172872280021;-0.2438568647351217;-1.525422731694605;3.193459069576136;3.1924015089288216;2.1527410281527963;2.58400503262368;3.5515881638325073;3.193841715292414;2.359678004231124;0.7081351507305905
57;-1.4219095025268864;-1.1361617492796923;0.3996274629923365;1.376509634541201;1.3923495569303677;0.3163918598680856;-0.3720734363463564;0.9834685833986719;1.2392567873025122;1.874509211670103;0.8143504767974873;0.3524022453217019;-0.8691244023788282;-1.166592059439881;-0.3861473186215703;-1.3657677991433896;2.7577250436154372;3.0468730213857027;2.1372159477385213;2.1515731657752726;3.219309923654536;3.419104432564676;2.8492438831174325;1.6348251782788792
58;-1.0773587366073483;-1.4195509089612717;-0.10973742551609716;1.2058681350273417;1.5462689605590378;1.0306438650412717;-0.5016417856690976;0.4268258752334262;0.3213587530104206;1.241475364084668;0.9941768969206759;0.3669137947793861;-0.5913152822107672;-1.2606768546636595;-0.6367338888146923;-1.006218223648164;2.149223836493287;2.6232571405791862;2.1803558910349055;1.7153478585104172;2.5735716215641853;3.25741478817601;2.93605867333951;2.2354909935468124
59;-0.6412694651493748;-1.3518913299864714;-0.5601342002909058;0.8048299337151232;1.4435288129133508;1.4125661724229495;-0.3820566839984137;-0.14077160183157247;-0.6073544670210336;0.5185597379973408;1.1503716118945149;0.38095581202116247;-0.15517883233077692;-1.0336529924524742;-0.8277297721040294;-0.5569470508571484;1.3109767059710649;2.0108679596615366;2.208003199700797;1.3898694876546331;1.8077348737645984;2.775585166099376;2.686953130313068;2.43847985238009
60;-0.22361292434243216;-0.9787307905749071;-0.8565610506253436;0.25835483875762333;1.1357451746919724;1.4245169307700136;-0.03257926315400566;-0.5390532160125315;-1.42178113922331;-0.15824390594303248;1.1483585543857207;0.4767687915528589;0.35035352320877666;-0.5399495044451779;-0.7948972488710848;-0.13072327742372442;0.2051671206334141;1.3170811282041803;2.099147048055452;1.2108018960115585;1.0817920764254274;2.0531058490724376;2.2061090622187556;2.275882666468914
61;0.11785231275378528;-0.4313443487735907;-0.9406583161371033;-0.293325393116266;0.6947062157200528;1.1687146282700114;0.43211816578166784;-0.6624884141628744;-2.0351014236331646;-0.7298434891590868;0.9010916900487437;0.6917030738732511;0.8356952440988653;0.11401976867619351;-0.46501804772134797;0.20095093666135608;-1.1183467751957328;0.6019314814309429;1.7450828334568644;1.125675998937426;0.486920857442418;1.179496629697801;1.5985938600965857;1.8623924780203358
